SPN, Date, Formula, Base Rate, Rate, IBB, Accrued Interest, Version, Call Type
37799ACM,12/17/13,E,1.25,1.0,19789.11,207.79,2013-12-17 19:14:29.204475,*ALL
37803ACM,12/17/13,F,1.25,1.0,36028576.0,342271.47,2013-12-17 19:14:29.204475,*ALL
37804ACM,12/17/13,A,1.25,1.0,-24450.0,0.0,2013-12-17 19:14:29.204475,*ALL
37806ACM,12/17/13,B,1.25,1.0,3623.18,36.23,2013-12-17 19:14:29.204475,*ALL
37812ACM,12/17/13,C,1.25,1.0,109302.5,1256.98,2013-12-17 19:14:29.204475,*ALL
37814ACM,12/17/13,D,1.25,1.0,113400.0,1190.7,2013-12-17 19:14:29.204475,*ALL
37888ACM,12/17/13,E,1.25,1.0,1649881.01,15673.87,2013-12-17 19:14:29.204475,*ALL
37903ACM,12/17/13,F,1.25,1.0,-115347.6,0.0,2013-12-17 19:14:29.204475,*ALL
37926ACM,12/17/13,A,1.25,1.0,-397809.37,0.0,2013-12-17 19:14:29.204475,*ALL
38015ACM,12/17/13,B,1.25,1.0,924372.2,10630.28,2013-12-17 19:14:29.204475,*ALL
38023ACM,12/17/13,C,1.25,1.0,17112097.56,179677.02,2013-12-17 19:14:29.204475,*ALL
38024ACM,12/17/13,D,1.25,1.0,232400.0,2207.8,2013-12-17 19:14:29.204475,*ALL
38026ACM,12/17/13,E,1.25,1.0,483602.98,3627.02,2013-12-17 19:14:29.204475,*ALL
38059ACM,12/17/13,F,1.25,1.0,29453.11,294.53,2013-12-17 19:14:29.204475,*ALL
38061ACM,12/17/13,A,1.25,1.0,2843.74,32.7,2013-12-17 19:14:29.204475,*ALL
38139ACM,12/17/13,B,1.25,1.0,945652.71,9929.35,2013-12-17 19:14:29.204475,*ALL
38143ACM,12/17/13,C,1.25,1.0,20191080.01,191815.26,2013-12-17 19:14:29.204475,*ALL
38148ACM,12/17/13,D,1.25,1.0,307500.0,2306.25,2013-12-17 19:14:29.204475,*ALL
38182ACM,12/17/13,E,1.25,1.0,-4285.63,0.0,2013-12-17 19:14:29.204475,*ALL
38183ACM,12/17/13,F,1.25,1.0,48244.53,554.81,2013-12-17 19:14:29.204475,*ALL
38362ACM,12/17/13,A,1.25,1.0,6375.0,66.94,2013-12-17 19:14:29.204475,*ALL
38385ACA,12/17/13,B,1.25,1.0,-8484588.24,0.0,2013-12-17 19:14:29.204475,*ALL
38444ACM,12/17/13,C,1.25,1.0,-49989.52,0.0,2013-12-17 19:14:29.204475,*ALL
38447ACM,12/17/13,D,1.25,1.0,36150.0,361.5,2013-12-17 19:14:29.204475,*ALL
38458ACM,12/17/13,E,1.25,1.0,-2925.0,0.0,2013-12-17 19:14:29.204475,*ALL
38501AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38514AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38516AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38521AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38530AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38704ACM,12/17/13,E,1.25,1.0,14760.3,154.98,2013-12-17 19:14:29.204475,*ALL
38840AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38842AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
38898ACM,12/17/13,B,1.25,1.0,-1102.38,0.0,2013-12-17 19:14:29.204475,*ALL
38902ACM,12/17/13,C,1.25,1.0,132942.63,1528.84,2013-12-17 19:14:29.204475,*ALL
38903ACM,12/17/13,D,1.25,1.0,239706.0,2516.91,2013-12-17 19:14:29.204475,*ALL
38918ACM,12/17/13,E,1.25,1.0,355782.48,3379.93,2013-12-17 19:14:29.204475,*ALL
38923ACM,12/17/13,F,1.25,1.0,32089.7,240.67,2013-12-17 19:14:29.204475,*ALL
38927ACM,12/17/13,A,1.25,1.0,-34485.76,0.0,2013-12-17 19:14:29.204475,*ALL
38931ACM,12/17/13,B,1.25,1.0,18487.88,212.61,2013-12-17 19:14:29.204475,*ALL
38959ACM,12/17/13,C,1.25,1.0,2480625.0,26046.56,2013-12-17 19:14:29.204475,*ALL
38960ACM,12/17/13,D,1.25,1.0,144500.0,1372.75,2013-12-17 19:14:29.204475,*ALL
38961ACM,12/17/13,E,1.25,1.0,-245.0,0.0,2013-12-17 19:14:29.204475,*ALL
38962ACM,12/17/13,F,1.25,1.0,11304.0,113.04,2013-12-17 19:14:29.204475,*ALL
38963ACM,12/17/13,A,1.25,1.0,4334.5,49.85,2013-12-17 19:14:29.204475,*ALL
38964ACM,12/17/13,B,1.25,1.0,12285.0,128.99,2013-12-17 19:14:29.204475,*ALL
38966ACM,12/17/13,C,1.25,1.0,68137.5,647.31,2013-12-17 19:14:29.204475,*ALL
38967ACM,12/17/13,D,1.25,1.0,49200.0,369.0,2013-12-17 19:14:29.204475,*ALL
38968ACM,12/17/13,E,1.25,1.0,-70.0,0.0,2013-12-17 19:14:29.204475,*ALL
38972ACM,12/17/13,F,1.25,1.0,435258.15,5005.47,2013-12-17 19:14:29.204475,*ALL
38979ACM,12/17/13,A,1.25,1.0,-99945.5,0.0,2013-12-17 19:14:29.204475,*ALL
39009ACM,12/17/13,B,1.25,1.0,789593.46,7501.14,2013-12-17 19:14:29.204475,*ALL
39011ACM,12/17/13,C,1.25,1.0,3116753.96,23375.65,2013-12-17 19:14:29.204475,*ALL
39051ACM,12/17/13,D,1.25,1.0,17700.0,177.0,2013-12-17 19:14:29.204475,*ALL
39052ACM,12/17/13,E,1.25,1.0,-93.78,0.0,2013-12-17 19:14:29.204475,*ALL
39056ACM,12/17/13,F,1.25,1.0,1375.0,14.44,2013-12-17 19:14:29.204475,*ALL
39069ACM,12/17/13,A,1.25,1.0,53177.9,505.19,2013-12-17 19:14:29.204475,*ALL
39087ACM,12/17/13,B,1.25,1.0,10215.59,76.62,2013-12-17 19:14:29.204475,*ALL
39089ACM,12/17/13,C,1.25,1.0,-239.07,0.0,2013-12-17 19:14:29.204475,*ALL
39090ACM,12/17/13,D,1.25,1.0,25075.0,288.36,2013-12-17 19:14:29.204475,*ALL
39092ACM,12/17/13,E,1.25,1.0,-462.52,0.0,2013-12-17 19:14:29.204475,*ALL
39093ACM,12/17/13,F,1.25,1.0,116730.5,1108.94,2013-12-17 19:14:29.204475,*ALL
39095ACM,12/17/13,A,1.25,1.0,14397.5,107.98,2013-12-17 19:14:29.204475,*ALL
39096ACM,12/17/13,B,1.25,1.0,101100.0,1011.0,2013-12-17 19:14:29.204475,*ALL
39098ACM,12/17/13,C,1.25,1.0,696575.0,8010.61,2013-12-17 19:14:29.204475,*ALL
39099ACM,12/17/13,D,1.25,1.0,143500.0,1506.75,2013-12-17 19:14:29.204475,*ALL
39101ACM,12/17/13,E,1.25,1.0,-1200.0,0.0,2013-12-17 19:14:29.204475,*ALL
39143ACM,12/17/13,F,1.25,1.0,100.0,0.75,2013-12-17 19:14:29.204475,*ALL
39145ACM,12/17/13,A,1.25,1.0,-42817.5,0.0,2013-12-17 19:14:29.204475,*ALL
39146ACM,12/17/13,B,1.25,1.0,4090.0,47.03,2013-12-17 19:14:29.204475,*ALL
39148ACM,12/17/13,C,1.25,1.0,-19588.0,0.0,2013-12-17 19:14:29.204475,*ALL
39149ACM,12/17/13,D,1.25,1.0,57400.0,545.3,2013-12-17 19:14:29.204475,*ALL
39155ACM,12/17/13,E,1.25,1.0,-3617.21,0.0,2013-12-17 19:14:29.204475,*ALL
39156ACM,12/17/13,F,1.25,1.0,1540.0,15.4,2013-12-17 19:14:29.204475,*ALL
39158ACM,12/17/13,A,1.25,1.0,-5781.25,0.0,2013-12-17 19:14:29.204475,*ALL
39159ACM,12/17/13,B,1.25,1.0,6850.0,71.93,2013-12-17 19:14:29.204475,*ALL
39163ACM,12/17/13,C,1.25,1.0,132888.63,1262.44,2013-12-17 19:14:29.204475,*ALL
39164ACM,12/17/13,D,1.25,1.0,278800.0,2091.0,2013-12-17 19:14:29.204475,*ALL
39165ACA,12/17/13,E,1.25,1.0,18600176.19,186001.76,2013-12-17 19:14:29.204475,*ALL
39178AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
39179AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
39181ACM,12/17/13,B,1.25,1.0,133405.0,1267.35,2013-12-17 19:14:29.204475,*ALL
39183ACM,12/17/13,C,1.25,1.0,4357.5,32.68,2013-12-17 19:14:29.204475,*ALL
39191ACM,12/17/13,D,1.25,1.0,2950.0,29.5,2013-12-17 19:14:29.204475,*ALL
39362ACM,12/17/13,E,1.25,1.0,109161.39,1255.36,2013-12-17 19:14:29.204475,*ALL
39364ACM,12/17/13,F,1.25,1.0,-2488314.01,0.0,2013-12-17 19:14:29.204475,*ALL
39441ACM,12/17/13,A,1.25,1.0,-1171.85,0.0,2013-12-17 19:14:29.204475,*ALL
39443ACM,12/17/13,B,1.25,1.0,460050.0,3450.38,2013-12-17 19:14:29.204475,*ALL
39444ACM,12/17/13,C,1.25,1.0,2618675.0,26186.75,2013-12-17 19:14:29.204475,*ALL
39445ACM,12/17/13,D,1.25,1.0,21000.0,241.5,2013-12-17 19:14:29.204475,*ALL
39446ACM,12/17/13,E,1.25,1.0,312.6,3.28,2013-12-17 19:14:29.204475,*ALL
39476ACM,12/17/13,F,1.25,1.0,355000.0,3372.5,2013-12-17 19:14:29.204475,*ALL
39477ACM,12/17/13,A,1.25,1.0,-5670.0,0.0,2013-12-17 19:14:29.204475,*ALL
39478ACM,12/17/13,B,1.25,1.0,65520.0,655.2,2013-12-17 19:14:29.204475,*ALL
39527ACM,12/17/13,C,1.25,1.0,75395.45,867.05,2013-12-17 19:14:29.204475,*ALL
39591ACM,12/17/13,D,1.25,1.0,926600.0,9729.3,2013-12-17 19:14:29.204475,*ALL
39595ACA,12/17/13,E,1.25,1.0,7907418.54,75120.48,2013-12-17 19:14:29.204475,*ALL
39597ACM,12/17/13,F,1.25,1.0,17366202.04,130246.52,2013-12-17 19:14:29.204475,*ALL
39726AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
39727AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
39728AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
39773ACM,12/17/13,D,1.25,1.0,73750.0,700.63,2013-12-17 19:14:29.204475,*ALL
39880ACM,12/17/13,E,1.25,1.0,17409.65,130.57,2013-12-17 19:14:29.204475,*ALL
39912ACM,12/17/13,F,1.25,1.0,411423.71,4114.24,2013-12-17 19:14:29.204475,*ALL
39915ACM,12/17/13,A,1.25,1.0,10322.64,118.71,2013-12-17 19:14:29.204475,*ALL
39935ACM,12/17/13,B,1.25,1.0,264970.3,2782.19,2013-12-17 19:14:29.204475,*ALL
39950ACM,12/17/13,C,1.25,1.0,7462030.88,70889.29,2013-12-17 19:14:29.204475,*ALL
60157ACM,12/17/13,D,1.25,1.0,1500600.0,11254.5,2013-12-17 19:14:29.204475,*ALL
60225ACM,12/17/13,E,1.25,1.0,-16331.3,0.0,2013-12-17 19:14:29.204475,*ALL
60428ACM,12/17/13,F,1.25,1.0,154479.21,1776.51,2013-12-17 19:14:29.204475,*ALL
60605ACM,12/17/13,A,1.25,1.0,-16116216.52,0.0,2013-12-17 19:14:29.204475,*ALL
60624ACM,12/17/13,B,1.25,1.0,1368485.6,13000.61,2013-12-17 19:14:29.204475,*ALL
60686ACM,12/17/13,C,1.25,1.0,33712.5,252.84,2013-12-17 19:14:29.204475,*ALL
60744ACM,12/17/13,D,1.25,1.0,67600.0,676.0,2013-12-17 19:14:29.204475,*ALL
60776AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
60778AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
60779AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
60784ACM,12/17/13,B,1.25,1.0,272584.4,2044.38,2013-12-17 19:14:29.204475,*ALL
60808ACM,12/17/13,C,1.25,1.0,1046314.74,10463.15,2013-12-17 19:14:29.204475,*ALL
60821ACM,12/17/13,D,1.25,1.0,98800.0,1136.2,2013-12-17 19:14:29.204475,*ALL
60848ACM,12/17/13,E,1.25,1.0,169440.99,1779.13,2013-12-17 19:14:29.204475,*ALL
60873ACM,12/17/13,F,1.25,1.0,-825269.58,0.0,2013-12-17 19:14:29.204475,*ALL
60875ACM,12/17/13,A,1.25,1.0,75200.9,564.01,2013-12-17 19:14:29.204475,*ALL
60877ACM,12/17/13,B,1.25,1.0,3868388.98,38683.89,2013-12-17 19:14:29.204475,*ALL
60878ACM,12/17/13,C,1.25,1.0,3503756.21,40293.2,2013-12-17 19:14:29.204475,*ALL
60882ACM,12/17/13,D,1.25,1.0,463300.0,4864.65,2013-12-17 19:14:29.204475,*ALL
60922ACM,12/17/13,E,1.25,1.0,33823.68,321.32,2013-12-17 19:14:29.204475,*ALL
60924ACM,12/17/13,F,1.25,1.0,-15344.54,0.0,2013-12-17 19:14:29.204475,*ALL
60986ACM,12/17/13,A,1.25,1.0,-159548.11,0.0,2013-12-17 19:14:29.204475,*ALL
60993ACM,12/17/13,B,1.25,1.0,273379.41,3143.86,2013-12-17 19:14:29.204475,*ALL
61028ACM,12/17/13,C,1.25,1.0,263974.97,2771.74,2013-12-17 19:14:29.204475,*ALL
61029ACM,12/17/13,D,1.25,1.0,4269.9,40.56,2013-12-17 19:14:29.204475,*ALL
61095ACM,12/17/13,E,1.25,1.0,4295778.72,32218.34,2013-12-17 19:14:29.204475,*ALL
61102ACM,12/17/13,F,1.25,1.0,-64070.68,0.0,2013-12-17 19:14:29.204475,*ALL
61104ACM,12/17/13,A,1.25,1.0,-937.5,0.0,2013-12-17 19:14:29.204475,*ALL
61121ACM,12/17/13,B,1.25,1.0,-2226.86,0.0,2013-12-17 19:14:29.204475,*ALL
61122ACM,12/17/13,C,1.25,1.0,-136226.34,0.0,2013-12-17 19:14:29.204475,*ALL
61155ACM,12/17/13,D,1.25,1.0,442500.0,3318.75,2013-12-17 19:14:29.204475,*ALL
61162AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
61163AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
61165AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
61175ACM,12/17/13,B,1.25,1.0,9335043.08,88682.91,2013-12-17 19:14:29.204475,*ALL
61180ACM,12/17/13,C,1.25,1.0,5914062.0,44355.46,2013-12-17 19:14:29.204475,*ALL
61205ACM,12/17/13,D,1.25,1.0,594000.0,5940.0,2013-12-17 19:14:29.204475,*ALL
61208ACM,12/17/13,E,1.25,1.0,477402.57,5490.13,2013-12-17 19:14:29.204475,*ALL
61209ACM,12/17/13,F,1.25,1.0,-137309.41,0.0,2013-12-17 19:14:29.204475,*ALL
61212ACM,12/17/13,A,1.25,1.0,-1305758.25,0.0,2013-12-17 19:14:29.204475,*ALL
61215ACM,12/17/13,B,1.25,1.0,560500.11,4203.75,2013-12-17 19:14:29.204475,*ALL
61220ACM,12/17/13,C,1.25,1.0,2265575.0,22655.75,2013-12-17 19:14:29.204475,*ALL
61223ACM,12/17/13,D,1.25,1.0,41000.0,471.5,2013-12-17 19:14:29.204475,*ALL
61225ACM,12/17/13,E,1.25,1.0,-4364.6,0.0,2013-12-17 19:14:29.204475,*ALL
61226ACM,12/17/13,F,1.25,1.0,-62.49,0.0,2013-12-17 19:14:29.204475,*ALL
61229ACM,12/17/13,A,1.25,1.0,-15150.0,0.0,2013-12-17 19:14:29.204475,*ALL
61241ACM,12/17/13,B,1.25,1.0,1316145.93,13161.46,2013-12-17 19:14:29.204475,*ALL
61242ACM,12/17/13,C,1.25,1.0,-545.0,0.0,2013-12-17 19:14:29.204475,*ALL
61244ACM,12/17/13,D,1.25,1.0,28700.0,301.35,2013-12-17 19:14:29.204475,*ALL
61253ACM,12/17/13,E,1.25,1.0,20812.31,197.72,2013-12-17 19:14:29.204475,*ALL
61266ACM,12/17/13,F,1.25,1.0,691527.15,5186.45,2013-12-17 19:14:29.204475,*ALL
61267ACM,12/17/13,A,1.25,1.0,-428340.03,0.0,2013-12-17 19:14:29.204475,*ALL
61283ACM,12/17/13,B,1.25,1.0,14741399.26,169526.09,2013-12-17 19:14:29.204475,*ALL
61284ACM,12/17/13,C,1.25,1.0,2248886.49,23613.31,2013-12-17 19:14:29.204475,*ALL
61298ACM,12/17/13,D,1.25,1.0,817000.0,7761.5,2013-12-17 19:14:29.204475,*ALL
61358ACM,12/17/13,E,1.25,1.0,2262.5,16.97,2013-12-17 19:14:29.204475,*ALL
61376AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
61377ACM,12/17/13,A,1.25,1.0,25625.0,294.69,2013-12-17 19:14:29.204475,*ALL
61378ACM,12/17/13,B,1.25,1.0,-554.2,0.0,2013-12-17 19:14:29.204475,*ALL
61380ACM,12/17/13,C,1.25,1.0,57200.6,543.41,2013-12-17 19:14:29.204475,*ALL
61395ACM,12/17/13,D,1.25,1.0,7338125.0,55035.94,2013-12-17 19:14:29.204475,*ALL
61411ACM,12/17/13,E,1.25,1.0,-218.14,0.0,2013-12-17 19:14:29.204475,*ALL
61414ACM,12/17/13,F,1.25,1.0,180782.8,2079.0,2013-12-17 19:14:29.204475,*ALL
61422ACN,12/17/13,A,1.25,1.0,-74747.5,0.0,2013-12-17 19:14:29.204475,*ALL
61438ACN,12/17/13,B,1.25,1.0,-15463.8,0.0,2013-12-17 19:14:29.204475,*ALL
61444ACM,12/17/13,C,1.25,1.0,6705467.23,50291.0,2013-12-17 19:14:29.204475,*ALL
61459ACM,12/17/13,D,1.25,1.0,594500.0,5945.0,2013-12-17 19:14:29.204475,*ALL
61464ACM,12/17/13,E,1.25,1.0,-23929.59,0.0,2013-12-17 19:14:29.204475,*ALL
61475ACM,12/17/13,F,1.25,1.0,-73717.72,0.0,2013-12-17 19:14:29.204475,*ALL
61483ACM,12/17/13,A,1.25,1.0,366.25,3.48,2013-12-17 19:14:29.204475,*ALL
61484ACM,12/17/13,B,1.25,1.0,10270.0,77.02,2013-12-17 19:14:29.204475,*ALL
61497ACM,12/17/13,C,1.25,1.0,6979.95,69.8,2013-12-17 19:14:29.204475,*ALL
61500ACM,12/17/13,D,1.25,1.0,6027231.23,69313.16,2013-12-17 19:14:29.204475,*ALL
61507ACM,12/17/13,E,1.25,1.0,430731.08,4522.68,2013-12-17 19:14:29.204475,*ALL
61542AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
61581ACM,12/17/13,A,1.25,1.0,32585.71,244.39,2013-12-17 19:14:29.204475,*ALL
61583ACM,12/17/13,B,1.25,1.0,-580837.59,0.0,2013-12-17 19:14:29.204475,*ALL
61585ACM,12/17/13,C,1.25,1.0,29343541.1,337450.72,2013-12-17 19:14:29.204475,*ALL
61588ACM,12/17/13,D,1.25,1.0,1359886.0,14278.8,2013-12-17 19:14:29.204475,*ALL
61603AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
61614ACM,12/17/13,F,1.25,1.0,170309.77,1277.32,2013-12-17 19:14:29.204475,*ALL
61623ACM,12/17/13,A,1.25,1.0,214382.36,2143.82,2013-12-17 19:14:29.204475,*ALL
61624ACM,12/17/13,B,1.25,1.0,1266745.7,14567.58,2013-12-17 19:14:29.204475,*ALL
61625ACM,12/17/13,C,1.25,1.0,-308864.11,0.0,2013-12-17 19:14:29.204475,*ALL
61626ACM,12/17/13,D,1.25,1.0,11800.0,112.1,2013-12-17 19:14:29.204475,*ALL
61627ACM,12/17/13,E,1.25,1.0,-311383.7,0.0,2013-12-17 19:14:29.204475,*ALL
61632ACM,12/17/13,F,1.25,1.0,-352811.3,0.0,2013-12-17 19:14:29.204475,*ALL
61637ACM,12/17/13,A,1.25,1.0,532.5,6.12,2013-12-17 19:14:29.204475,*ALL
61645ACM,12/17/13,B,1.25,1.0,-75231508.26,0.0,2013-12-17 19:14:29.204475,*ALL
61647ACM,12/17/13,C,1.25,1.0,41580447.87,395014.25,2013-12-17 19:14:29.204475,*ALL
61658ACM,12/17/13,D,1.25,1.0,4902460.0,36768.45,2013-12-17 19:14:29.204475,*ALL
61836ACM,12/17/13,E,1.25,1.0,597968.26,5979.68,2013-12-17 19:14:29.204475,*ALL
61903ACM,12/17/13,F,1.25,1.0,7846913.98,90239.51,2013-12-17 19:14:29.204475,*ALL
61911ACM,12/17/13,A,1.25,1.0,-1875000.0,0.0,2013-12-17 19:14:29.204475,*ALL
61913ACM,12/17/13,B,1.25,1.0,1680678.0,15966.44,2013-12-17 19:14:29.204475,*ALL
61919ACM,12/17/13,C,1.25,1.0,4064799.73,30486.0,2013-12-17 19:14:29.204475,*ALL
61968ACM,12/17/13,D,1.25,1.0,1481950.0,14819.5,2013-12-17 19:14:29.204475,*ALL
61975AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
62003AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
62025ACK,12/17/13,A,1.25,1.0,308802.5,2933.62,2013-12-17 19:14:29.204475,*ALL
62167ACM,12/17/13,B,1.25,1.0,36810.0,276.07,2013-12-17 19:14:29.204475,*ALL
62180ACM,12/17/13,C,1.25,1.0,28362.5,283.63,2013-12-17 19:14:29.204475,*ALL
62207ACM,12/17/13,D,1.25,1.0,3549410.0,40818.21,2013-12-17 19:14:29.204475,*ALL
62284ACM,12/17/13,E,1.25,1.0,316297905.5,3321128.01,2013-12-17 19:14:29.204475,*ALL
62386ACM,12/17/13,F,1.25,1.0,-48465836.51,0.0,2013-12-17 19:14:29.204475,*ALL
62446ACM,12/17/13,A,1.25,1.0,-476327.3,0.0,2013-12-17 19:14:29.204475,*ALL
62578ACM,12/17/13,B,1.25,1.0,20251.84,202.52,2013-12-17 19:14:29.204475,*ALL
62630ACM,12/17/13,C,1.25,1.0,15227.16,175.11,2013-12-17 19:14:29.204475,*ALL
62637ACM,12/17/13,D,1.25,1.0,10450.0,109.73,2013-12-17 19:14:29.204475,*ALL
62766ACM,12/17/13,E,1.25,1.0,-6728065.73,0.0,2013-12-17 19:14:29.204475,*ALL
62767ACM,12/17/13,F,1.25,1.0,-24771572.0,0.0,2013-12-17 19:14:29.204475,*ALL
62768ACM,12/17/13,A,1.25,1.0,228644.0,2286.44,2013-12-17 19:14:29.204475,*ALL
62769ACM,12/17/13,B,1.25,1.0,-40039447.99,0.0,2013-12-17 19:14:29.204475,*ALL
62770AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
62771AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
62774ACM,12/17/13,E,1.25,1.0,8432717.82,63245.38,2013-12-17 19:14:29.204475,*ALL
62776ACM,12/17/13,F,1.25,1.0,563962.78,5639.63,2013-12-17 19:14:29.204475,*ALL
62815ACM,12/17/13,A,1.25,1.0,-354672.0,0.0,2013-12-17 19:14:29.204475,*ALL
62913ACM,12/17/13,B,1.25,1.0,137951.77,1448.49,2013-12-17 19:14:29.204475,*ALL
62966ACM,12/17/13,C,1.25,1.0,1740104.76,16531.0,2013-12-17 19:14:29.204475,*ALL
62982ACM,12/17/13,D,1.25,1.0,32950.0,247.13,2013-12-17 19:14:29.204475,*ALL
62984ACM,12/17/13,E,1.25,1.0,485855.66,4858.56,2013-12-17 19:14:29.204475,*ALL
62988ACM,12/17/13,F,1.25,1.0,156193.08,1796.22,2013-12-17 19:14:29.204475,*ALL
63005ACM,12/17/13,A,1.25,1.0,-173140.9,0.0,2013-12-17 19:14:29.204475,*ALL
63037ACM,12/17/13,B,1.25,1.0,8198510.28,77885.85,2013-12-17 19:14:29.204475,*ALL
63041ACM,12/17/13,C,1.25,1.0,78295.21,587.21,2013-12-17 19:14:29.204475,*ALL
63043ACM,12/17/13,D,1.25,1.0,164000.0,1640.0,2013-12-17 19:14:29.204475,*ALL
63044ACM,12/17/13,E,1.25,1.0,10164897.74,116896.32,2013-12-17 19:14:29.204475,*ALL
63053ACM,12/17/13,F,1.25,1.0,-17217413.6,0.0,2013-12-17 19:14:29.204475,*ALL
63058ACM,12/17/13,A,1.25,1.0,174144.61,1654.37,2013-12-17 19:14:29.204475,*ALL
63065ACV,12/17/13,B,1.25,1.0,44487643.2,333657.32,2013-12-17 19:14:29.204475,*ALL
63100ACM,12/17/13,C,1.25,1.0,-171300031.1,0.0,2013-12-17 19:14:29.204475,*ALL
63109ACM,12/17/13,D,1.25,1.0,737500.0,8481.25,2013-12-17 19:14:29.204475,*ALL
63110ACM,12/17/13,E,1.25,1.0,-406279.57,0.0,2013-12-17 19:14:29.204475,*ALL
63112ACM,12/17/13,F,1.25,1.0,9008713.3,85582.78,2013-12-17 19:14:29.204475,*ALL
63116ACM,12/17/13,A,1.25,1.0,-1131.16,0.0,2013-12-17 19:14:29.204475,*ALL
63117ACM,12/17/13,B,1.25,1.0,5001800.58,50018.01,2013-12-17 19:14:29.204475,*ALL
63118ACM,12/17/13,C,1.25,1.0,4538655.38,52194.54,2013-12-17 19:14:29.204475,*ALL
63149ACM,12/17/13,D,1.25,1.0,1250500.0,13130.25,2013-12-17 19:14:29.204475,*ALL
63154ACM,12/17/13,E,1.25,1.0,-10629871.81,0.0,2013-12-17 19:14:29.204475,*ALL
63170ACM,12/17/13,F,1.25,1.0,-72385.49,0.0,2013-12-17 19:14:29.204475,*ALL
63171ACM,12/17/13,A,1.25,1.0,-4875.0,0.0,2013-12-17 19:14:29.204475,*ALL
63184ACM,12/17/13,B,1.25,1.0,626591.8,7205.81,2013-12-17 19:14:29.204475,*ALL
63235ACM,12/17/13,C,1.25,1.0,95375.38,1001.44,2013-12-17 19:14:29.204475,*ALL
63265AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
63266AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
63341ACM,12/17/13,F,1.25,1.0,873.16,8.73,2013-12-17 19:14:29.204475,*ALL
63399ACM,12/17/13,A,1.25,1.0,3525.0,40.54,2013-12-17 19:14:29.204475,*ALL
63414ACM,12/17/13,B,1.25,1.0,33301.3,349.66,2013-12-17 19:14:29.204475,*ALL
63676ACM,12/17/13,C,1.25,1.0,1321.15,12.55,2013-12-17 19:14:29.204475,*ALL
63679ACM,12/17/13,D,1.25,1.0,93474.55,701.06,2013-12-17 19:14:29.204475,*ALL
63705ACM,12/17/13,E,1.25,1.0,30450.55,304.51,2013-12-17 19:14:29.204475,*ALL
63706ACM,12/17/13,F,1.25,1.0,817840.23,9405.16,2013-12-17 19:14:29.204475,*ALL
63709ACM,12/17/13,A,1.25,1.0,178632.04,1875.64,2013-12-17 19:14:29.204475,*ALL
63750ACM,12/17/13,B,1.25,1.0,1718651.17,16327.19,2013-12-17 19:14:29.204475,*ALL
63751ACM,12/17/13,C,1.25,1.0,-47906.46,0.0,2013-12-17 19:14:29.204475,*ALL
63756ACM,12/17/13,D,1.25,1.0,2813.0,28.13,2013-12-17 19:14:29.204475,*ALL
