SPN, Date, Formula, Base Rate, Rate, IBB, Accrued Interest, Version, Call Type
33621ACM,12/17/13,E,1.25,1.0,-448874.64,0.0,2013-12-17 19:14:29.204475,*ALL
33622ACM,12/17/13,F,1.25,1.0,-1023412.05,0.0,2013-12-17 19:14:29.204475,*ALL
33627ACM,12/17/13,A,1.25,1.0,184281.12,1750.67,2013-12-17 19:14:29.204475,*ALL
33628ACM,12/17/13,B,1.25,1.0,319778.56,2398.34,2013-12-17 19:14:29.204475,*ALL
33631ACM,12/17/13,C,1.25,1.0,16014.27,160.14,2013-12-17 19:14:29.204475,*ALL
33638ACM,12/17/13,D,1.25,1.0,155700.0,1790.55,2013-12-17 19:14:29.204475,*ALL
33662ACM,12/17/13,E,1.25,1.0,2902067.86,30471.71,2013-12-17 19:14:29.204475,*ALL
33664ACM,12/17/13,F,1.25,1.0,167783.57,1593.94,2013-12-17 19:14:29.204475,*ALL
33666ACM,12/17/13,A,1.25,1.0,184374.5,1382.81,2013-12-17 19:14:29.204475,*ALL
33678ACM,12/17/13,B,1.25,1.0,123332.91,1233.33,2013-12-17 19:14:29.204475,*ALL
33681ACM,12/17/13,C,1.25,1.0,1005821.55,11566.95,2013-12-17 19:14:29.204475,*ALL
33682ACM,12/17/13,D,1.25,1.0,26025.0,273.26,2013-12-17 19:14:29.204475,*ALL
33684ACM,12/17/13,E,1.25,1.0,-39865.58,0.0,2013-12-17 19:14:29.204475,*ALL
33685ACM,12/17/13,F,1.25,1.0,1441778.5,10813.34,2013-12-17 19:14:29.204475,*ALL
33689ACM,12/17/13,A,1.25,1.0,-254804.92,0.0,2013-12-17 19:14:29.204475,*ALL
33731ACM,12/17/13,B,1.25,1.0,1724674.6,19833.76,2013-12-17 19:14:29.204475,*ALL
33746ACM,12/17/13,C,1.25,1.0,-81747.5,0.0,2013-12-17 19:14:29.204475,*ALL
33770AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33771AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33814ACM,12/17/13,F,1.25,1.0,-418871.44,0.0,2013-12-17 19:14:29.204475,*ALL
33819ACM,12/17/13,A,1.25,1.0,160436.73,1845.02,2013-12-17 19:14:29.204475,*ALL
33821AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33822AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33823AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33829AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33835ACM,12/17/13,F,1.25,1.0,13934243.09,160243.8,2013-12-17 19:14:29.204475,*ALL
33837AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33852AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33866ACM,12/17/13,C,1.25,1.0,722900.0,5421.75,2013-12-17 19:14:29.204475,*ALL
33867ACM,12/17/13,D,1.25,1.0,656000.0,6560.0,2013-12-17 19:14:29.204475,*ALL
33868ACM,12/17/13,E,1.25,1.0,-3749.89,0.0,2013-12-17 19:14:29.204475,*ALL
33875ACA,12/17/13,F,1.25,1.0,-152893.44,0.0,2013-12-17 19:14:29.204475,*ALL
33885AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
33892ACM,12/17/13,B,1.25,1.0,646345.92,4847.59,2013-12-17 19:14:29.204475,*ALL
33968ACM,12/17/13,C,1.25,1.0,-14765.58,0.0,2013-12-17 19:14:29.204475,*ALL
33984ACM,12/17/13,D,1.25,1.0,94467590.0,1086377.28,2013-12-17 19:14:29.204475,*ALL
33987ACM,12/17/13,E,1.25,1.0,-147942.0,0.0,2013-12-17 19:14:29.204475,*ALL
34002AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34005ACM,12/17/13,A,1.25,1.0,-12250.0,0.0,2013-12-17 19:14:29.204475,*ALL
34034ACM,12/17/13,B,1.25,1.0,486653.39,4866.53,2013-12-17 19:14:29.204475,*ALL
34105ACM,12/17/13,C,1.25,1.0,1593250.26,18322.38,2013-12-17 19:14:29.204475,*ALL
34111ACM,12/17/13,D,1.25,1.0,885000.0,9292.5,2013-12-17 19:14:29.204475,*ALL
34115ACM,12/17/13,E,1.25,1.0,-6034864.35,0.0,2013-12-17 19:14:29.204475,*ALL
34116ACM,12/17/13,F,1.25,1.0,67888749.41,509165.62,2013-12-17 19:14:29.204475,*ALL
34117ACM,12/17/13,A,1.25,1.0,916644.0,9166.44,2013-12-17 19:14:29.204475,*ALL
34137AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34141ACM,12/17/13,C,1.25,1.0,-2492984.17,0.0,2013-12-17 19:14:29.204475,*ALL
34144ACM,12/17/13,D,1.25,1.0,564985.0,5367.36,2013-12-17 19:14:29.204475,*ALL
34149AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34153ACM,12/17/13,F,1.25,1.0,4557972.6,45579.73,2013-12-17 19:14:29.204475,*ALL
34154ACM,12/17/13,A,1.25,1.0,788725.64,9070.34,2013-12-17 19:14:29.204475,*ALL
34156ACM,12/17/13,B,1.25,1.0,347650.0,3650.33,2013-12-17 19:14:29.204475,*ALL
34162ACM,12/17/13,C,1.25,1.0,57932.46,550.36,2013-12-17 19:14:29.204475,*ALL
34167ACM,12/17/13,D,1.25,1.0,9000.0,67.5,2013-12-17 19:14:29.204475,*ALL
34183AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34209ACM,12/17/13,F,1.25,1.0,-63863.09,0.0,2013-12-17 19:14:29.204475,*ALL
34212ACM,12/17/13,A,1.25,1.0,-86285.46,0.0,2013-12-17 19:14:29.204475,*ALL
34213ACM,12/17/13,B,1.25,1.0,9703.76,92.19,2013-12-17 19:14:29.204475,*ALL
34216ACM,12/17/13,C,1.25,1.0,188648.94,1414.87,2013-12-17 19:14:29.204475,*ALL
34217ACM,12/17/13,D,1.25,1.0,94835.0,948.35,2013-12-17 19:14:29.204475,*ALL
34218ACM,12/17/13,E,1.25,1.0,-66308.15,0.0,2013-12-17 19:14:29.204475,*ALL
34219ACM,12/17/13,F,1.25,1.0,25956.29,272.54,2013-12-17 19:14:29.204475,*ALL
34223ACM,12/17/13,A,1.25,1.0,298648.86,2837.16,2013-12-17 19:14:29.204475,*ALL
34224ACM,12/17/13,B,1.25,1.0,211713.8,1587.85,2013-12-17 19:14:29.204475,*ALL
34234AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34239AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34244ACM,12/17/13,E,1.25,1.0,15175100.77,159338.56,2013-12-17 19:14:29.204475,*ALL
34247AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34257ACM,12/17/13,A,1.25,1.0,-7722.5,0.0,2013-12-17 19:14:29.204475,*ALL
34261AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34263ACM,12/17/13,C,1.25,1.0,-111578.6,0.0,2013-12-17 19:14:29.204475,*ALL
34265AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34266AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34269AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34329ACA,12/17/13,A,1.25,1.0,3137727.0,31377.27,2013-12-17 19:14:29.204475,*ALL
34387ACM,12/17/13,B,1.25,1.0,661817.28,7610.9,2013-12-17 19:14:29.204475,*ALL
34423ACM,12/17/13,C,1.25,1.0,-403107.57,0.0,2013-12-17 19:14:29.204475,*ALL
34437ACM,12/17/13,D,1.25,1.0,238175.0,2262.66,2013-12-17 19:14:29.204475,*ALL
34439ACM,12/17/13,E,1.25,1.0,7555903.06,56669.27,2013-12-17 19:14:29.204475,*ALL
34449ACM,12/17/13,F,1.25,1.0,482.19,4.82,2013-12-17 19:14:29.204475,*ALL
34466AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34467AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34483ACM,12/17/13,C,1.25,1.0,2519344.82,23933.78,2013-12-17 19:14:29.204475,*ALL
34488AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34491AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34521AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34527AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34528AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34549ACM,12/17/13,C,1.25,1.0,2746283.98,20597.13,2013-12-17 19:14:29.204475,*ALL
34576ACM,12/17/13,D,1.25,1.0,1095000.0,10950.0,2013-12-17 19:14:29.204475,*ALL
34578ACM,12/17/13,E,1.25,1.0,1009104.42,11604.7,2013-12-17 19:14:29.204475,*ALL
34579ACM,12/17/13,F,1.25,1.0,1023359.73,10745.28,2013-12-17 19:14:29.204475,*ALL
34597ACM,12/17/13,A,1.25,1.0,-4557.5,0.0,2013-12-17 19:14:29.204475,*ALL
34598ACM,12/17/13,B,1.25,1.0,-55478.29,0.0,2013-12-17 19:14:29.204475,*ALL
34607ACM,12/17/13,C,1.25,1.0,-181834.27,0.0,2013-12-17 19:14:29.204475,*ALL
34645ACM,12/17/13,D,1.25,1.0,29589700.0,340281.55,2013-12-17 19:14:29.204475,*ALL
34674ACM,12/17/13,E,1.25,1.0,237252.5,2491.15,2013-12-17 19:14:29.204475,*ALL
34677ACM,12/17/13,F,1.25,1.0,-999541.9,0.0,2013-12-17 19:14:29.204475,*ALL
34690ACM,12/17/13,A,1.25,1.0,1057725.0,7932.94,2013-12-17 19:14:29.204475,*ALL
34719ACM,12/17/13,B,1.25,1.0,57125.85,571.26,2013-12-17 19:14:29.204475,*ALL
34727AC ,12/17/13,C,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34734AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34740ACM,12/17/13,E,1.25,1.0,-19436.3,0.0,2013-12-17 19:14:29.204475,*ALL
34741ACM,12/17/13,F,1.25,1.0,61200.0,459.0,2013-12-17 19:14:29.204475,*ALL
34742ACM,12/17/13,A,1.25,1.0,193700.0,1937.0,2013-12-17 19:14:29.204475,*ALL
34743ACM,12/17/13,B,1.25,1.0,306632.1,3526.27,2013-12-17 19:14:29.204475,*ALL
34755ACM,12/17/13,C,1.25,1.0,-85043.75,0.0,2013-12-17 19:14:29.204475,*ALL
34764ACM,12/17/13,D,1.25,1.0,5877425.0,55835.54,2013-12-17 19:14:29.204475,*ALL
34765ACM,12/17/13,E,1.25,1.0,12223.39,91.68,2013-12-17 19:14:29.204475,*ALL
34770ACM,12/17/13,F,1.25,1.0,231480.7,2314.81,2013-12-17 19:14:29.204475,*ALL
34773ACM,12/17/13,A,1.25,1.0,51987.5,597.86,2013-12-17 19:14:29.204475,*ALL
34777AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34786ACM,12/17/13,C,1.25,1.0,-1608979.1,0.0,2013-12-17 19:14:29.204475,*ALL
34788ACM,12/17/13,D,1.25,1.0,2824705.0,21185.29,2013-12-17 19:14:29.204475,*ALL
34795AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34796AC ,12/17/13,F,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34842AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
34855ACM,12/17/13,B,1.25,1.0,1616654.33,15358.22,2013-12-17 19:14:29.204475,*ALL
34856ACM,12/17/13,C,1.25,1.0,7705.0,57.79,2013-12-17 19:14:29.204475,*ALL
34871ACM,12/17/13,D,1.25,1.0,26387600.0,263876.0,2013-12-17 19:14:29.204475,*ALL
34872ACM,12/17/13,E,1.25,1.0,-198831.2,0.0,2013-12-17 19:14:29.204475,*ALL
34900ACM,12/17/13,F,1.25,1.0,-7912540.65,0.0,2013-12-17 19:14:29.204475,*ALL
34903ACM,12/17/13,A,1.25,1.0,-99202.31,0.0,2013-12-17 19:14:29.204475,*ALL
34906ACM,12/17/13,B,1.25,1.0,7056.25,52.92,2013-12-17 19:14:29.204475,*ALL
34911ACM,12/17/13,C,1.25,1.0,-2505525.12,0.0,2013-12-17 19:14:29.204475,*ALL
34918ACM,12/17/13,D,1.25,1.0,217300.0,2498.95,2013-12-17 19:14:29.204475,*ALL
35002ACM,12/17/13,E,1.25,1.0,24732736.97,259693.74,2013-12-17 19:14:29.204475,*ALL
35004ACM,12/17/13,F,1.25,1.0,137120.27,1302.64,2013-12-17 19:14:29.204475,*ALL
35005ACM,12/17/13,A,1.25,1.0,-1047.38,0.0,2013-12-17 19:14:29.204475,*ALL
35007ACM,12/17/13,B,1.25,1.0,797683.62,7976.84,2013-12-17 19:14:29.204475,*ALL
35008ACM,12/17/13,C,1.25,1.0,2299507.78,26444.34,2013-12-17 19:14:29.204475,*ALL
35017ACM,12/17/13,D,1.25,1.0,2950.0,30.98,2013-12-17 19:14:29.204475,*ALL
35036ACM,12/17/13,E,1.25,1.0,-12328.27,0.0,2013-12-17 19:14:29.204475,*ALL
35038ACM,12/17/13,F,1.25,1.0,1378961.07,10342.21,2013-12-17 19:14:29.204475,*ALL
3506DACM,12/17/13,A,1.25,1.0,-15626.0,0.0,2013-12-17 19:14:29.204475,*ALL
35082ACM,12/17/13,B,1.25,1.0,69109.26,794.76,2013-12-17 19:14:29.204475,*ALL
35084ACM,12/17/13,C,1.25,1.0,73061233.12,767142.95,2013-12-17 19:14:29.204475,*ALL
35085ACM,12/17/13,D,1.25,1.0,795400.0,7556.3,2013-12-17 19:14:29.204475,*ALL
35098ACM,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
35115ACM,12/17/13,F,1.25,1.0,-35815611.12,0.0,2013-12-17 19:14:29.204475,*ALL
35119ACM,12/17/13,A,1.25,1.0,202020.0,2323.23,2013-12-17 19:14:29.204475,*ALL
35123ACM,12/17/13,B,1.25,1.0,-10777213.04,0.0,2013-12-17 19:14:29.204475,*ALL
35125ACM,12/17/13,C,1.25,1.0,35074.82,333.21,2013-12-17 19:14:29.204475,*ALL
35126ACM,12/17/13,D,1.25,1.0,2356623.0,17674.67,2013-12-17 19:14:29.204475,*ALL
35140ACM,12/17/13,E,1.25,1.0,68340.6,683.41,2013-12-17 19:14:29.204475,*ALL
35142ACM,12/17/13,F,1.25,1.0,74663.0,858.62,2013-12-17 19:14:29.204475,*ALL
35152ACM,12/17/13,A,1.25,1.0,-95.0,0.0,2013-12-17 19:14:29.204475,*ALL
35154ACM,12/17/13,B,1.25,1.0,42944.0,407.97,2013-12-17 19:14:29.204475,*ALL
35155ACM,12/17/13,C,1.25,1.0,41915.2,314.36,2013-12-17 19:14:29.204475,*ALL
35159ACM,12/17/13,D,1.25,1.0,33120.0,331.2,2013-12-17 19:14:29.204475,*ALL
35169ACM,12/17/13,E,1.25,1.0,-6591.65,0.0,2013-12-17 19:14:29.204475,*ALL
35171ACM,12/17/13,F,1.25,1.0,1592.5,16.72,2013-12-17 19:14:29.204475,*ALL
35174ACM,12/17/13,A,1.25,1.0,1447.5,13.75,2013-12-17 19:14:29.204475,*ALL
35175ACM,12/17/13,B,1.25,1.0,141279.22,1059.59,2013-12-17 19:14:29.204475,*ALL
35177ACM,12/17/13,C,1.25,1.0,3170.1,31.7,2013-12-17 19:14:29.204475,*ALL
35181ACM,12/17/13,D,1.25,1.0,2250.0,25.88,2013-12-17 19:14:29.204475,*ALL
35212ACM,12/17/13,E,1.25,1.0,1769.99,18.58,2013-12-17 19:14:29.204475,*ALL
35244ACM,12/17/13,F,1.25,1.0,2015.2,19.14,2013-12-17 19:14:29.204475,*ALL
35259ACM,12/17/13,A,1.25,1.0,-31345.0,0.0,2013-12-17 19:14:29.204475,*ALL
35275ACM,12/17/13,B,1.25,1.0,18133.51,181.34,2013-12-17 19:14:29.204475,*ALL
35313ACM,12/17/13,C,1.25,1.0,2607.19,29.98,2013-12-17 19:14:29.204475,*ALL
35327ACM,12/17/13,D,1.25,1.0,136300.0,1431.15,2013-12-17 19:14:29.204475,*ALL
35328ACM,12/17/13,E,1.25,1.0,-171859.2,0.0,2013-12-17 19:14:29.204475,*ALL
35332ACM,12/17/13,F,1.25,1.0,-387400.74,0.0,2013-12-17 19:14:29.204475,*ALL
35347ACM,12/17/13,A,1.25,1.0,2355.0,23.55,2013-12-17 19:14:29.204475,*ALL
35351ACM,12/17/13,B,1.25,1.0,5632.2,64.77,2013-12-17 19:14:29.204475,*ALL
35360ACM,12/17/13,C,1.25,1.0,394.5,4.14,2013-12-17 19:14:29.204475,*ALL
35364ACM,12/17/13,D,1.25,1.0,27050.0,256.97,2013-12-17 19:14:29.204475,*ALL
35365ACM,12/17/13,E,1.25,1.0,841.0,6.31,2013-12-17 19:14:29.204475,*ALL
35378ACM,12/17/13,F,1.25,1.0,-17828.61,0.0,2013-12-17 19:14:29.204475,*ALL
35418ACM,12/17/13,A,1.25,1.0,-697.2,0.0,2013-12-17 19:14:29.204475,*ALL
35451ACM,12/17/13,B,1.25,1.0,4145.0,43.52,2013-12-17 19:14:29.204475,*ALL
35464ACM,12/17/13,C,1.25,1.0,435.0,4.13,2013-12-17 19:14:29.204475,*ALL
35469ACM,12/17/13,D,1.25,1.0,3000.0,22.5,2013-12-17 19:14:29.204475,*ALL
35481ACM,12/17/13,E,1.25,1.0,1394.08,13.94,2013-12-17 19:14:29.204475,*ALL
35484ACM,12/17/13,F,1.25,1.0,106.25,1.22,2013-12-17 19:14:29.204475,*ALL
35485ACM,12/17/13,A,1.25,1.0,-262.5,0.0,2013-12-17 19:14:29.204475,*ALL
35487ACM,12/17/13,B,1.25,1.0,3187.5,30.28,2013-12-17 19:14:29.204475,*ALL
35488ACM,12/17/13,C,1.25,1.0,17112.24,128.34,2013-12-17 19:14:29.204475,*ALL
35607ACM,12/17/13,D,1.25,1.0,154875.0,1548.75,2013-12-17 19:14:29.204475,*ALL
35874ACM,12/17/13,E,1.25,1.0,45875.0,527.56,2013-12-17 19:14:29.204475,*ALL
35875ACM,12/17/13,F,1.25,1.0,96750.0,1015.88,2013-12-17 19:14:29.204475,*ALL
35886ACM,12/17/13,A,1.25,1.0,-24788.92,0.0,2013-12-17 19:14:29.204475,*ALL
35887ACM,12/17/13,B,1.25,1.0,25900.0,194.25,2013-12-17 19:14:29.204475,*ALL
35888ACM,12/17/13,C,1.25,1.0,30810.87,308.11,2013-12-17 19:14:29.204475,*ALL
35918ACM,12/17/13,D,1.25,1.0,23519625.0,270475.69,2013-12-17 19:14:29.204475,*ALL
35970ACM,12/17/13,E,1.25,1.0,76475.0,802.99,2013-12-17 19:14:29.204475,*ALL
36006ACM,12/17/13,F,1.25,1.0,-1140336.74,0.0,2013-12-17 19:14:29.204475,*ALL
36025ACM,12/17/13,A,1.25,1.0,88750.0,665.63,2013-12-17 19:14:29.204475,*ALL
36028ACM,12/17/13,B,1.25,1.0,2881179.06,28811.79,2013-12-17 19:14:29.204475,*ALL
36054ACM,12/17/13,C,1.25,1.0,363507.2,4180.33,2013-12-17 19:14:29.204475,*ALL
36055ACM,12/17/13,D,1.25,1.0,49175.0,516.34,2013-12-17 19:14:29.204475,*ALL
36074ACM,12/17/13,E,1.25,1.0,304685.0,2894.51,2013-12-17 19:14:29.204475,*ALL
36158ACM,12/17/13,F,1.25,1.0,207135.32,1553.51,2013-12-17 19:14:29.204475,*ALL
36172ACM,12/17/13,A,1.25,1.0,-3375.0,0.0,2013-12-17 19:14:29.204475,*ALL
36248ACM,12/17/13,B,1.25,1.0,1520359.0,17484.13,2013-12-17 19:14:29.204475,*ALL
36249ACM,12/17/13,C,1.25,1.0,3126.56,32.83,2013-12-17 19:14:29.204475,*ALL
36275ACM,12/17/13,D,1.25,1.0,2294.0,21.79,2013-12-17 19:14:29.204475,*ALL
36277ACM,12/17/13,E,1.25,1.0,4731.64,35.49,2013-12-17 19:14:29.204475,*ALL
36278ACM,12/17/13,F,1.25,1.0,45375.0,453.75,2013-12-17 19:14:29.204475,*ALL
36349ACM,12/17/13,A,1.25,1.0,-73062.08,0.0,2013-12-17 19:14:29.204475,*ALL
36435ACM,12/17/13,B,1.25,1.0,644625.0,6768.56,2013-12-17 19:14:29.204475,*ALL
36436ACM,12/17/13,C,1.25,1.0,431823.72,4102.33,2013-12-17 19:14:29.204475,*ALL
36437ACM,12/17/13,D,1.25,1.0,1635900.0,12269.25,2013-12-17 19:14:29.204475,*ALL
36440ACM,12/17/13,E,1.25,1.0,30124.8,301.25,2013-12-17 19:14:29.204475,*ALL
36441ACM,12/17/13,F,1.25,1.0,11343.75,130.45,2013-12-17 19:14:29.204475,*ALL
36446ACM,12/17/13,A,1.25,1.0,37007.61,388.58,2013-12-17 19:14:29.204475,*ALL
36470ACM,12/17/13,B,1.25,1.0,557427.01,5295.56,2013-12-17 19:14:29.204475,*ALL
36478ACM,12/17/13,C,1.25,1.0,23170.38,173.78,2013-12-17 19:14:29.204475,*ALL
36479ACM,12/17/13,D,1.25,1.0,50975.0,509.75,2013-12-17 19:14:29.204475,*ALL
36481ACM,12/17/13,E,1.25,1.0,264037.5,3036.43,2013-12-17 19:14:29.204475,*ALL
36482ACM,12/17/13,F,1.25,1.0,94412.38,991.33,2013-12-17 19:14:29.204475,*ALL
36485ACM,12/17/13,A,1.25,1.0,16280.96,154.67,2013-12-17 19:14:29.204475,*ALL
36487ACM,12/17/13,B,1.25,1.0,1695.0,12.71,2013-12-17 19:14:29.204475,*ALL
36488ACM,12/17/13,C,1.25,1.0,6259.4,62.59,2013-12-17 19:14:29.204475,*ALL
36490ACM,12/17/13,D,1.25,1.0,43475.0,499.96,2013-12-17 19:14:29.204475,*ALL
36503ACM,12/17/13,E,1.25,1.0,661839.38,6949.31,2013-12-17 19:14:29.204475,*ALL
36504ACM,12/17/13,F,1.25,1.0,197161.56,1873.03,2013-12-17 19:14:29.204475,*ALL
36507ACM,12/17/13,A,1.25,1.0,47500.0,356.25,2013-12-17 19:14:29.204475,*ALL
36547ACM,12/17/13,B,1.25,1.0,2080649.93,20806.5,2013-12-17 19:14:29.204475,*ALL
36549ACM,12/17/13,C,1.25,1.0,519572.71,5975.09,2013-12-17 19:14:29.204475,*ALL
36554ACM,12/17/13,D,1.25,1.0,94600.0,993.3,2013-12-17 19:14:29.204475,*ALL
36557ACM,12/17/13,E,1.25,1.0,811406.56,7708.36,2013-12-17 19:14:29.204475,*ALL
36558ACM,12/17/13,F,1.25,1.0,1382765.64,10370.74,2013-12-17 19:14:29.204475,*ALL
36564ACM,12/17/13,A,1.25,1.0,-139855.5,0.0,2013-12-17 19:14:29.204475,*ALL
36576ACM,12/17/13,B,1.25,1.0,4596898.01,52864.33,2013-12-17 19:14:29.204475,*ALL
36577ACM,12/17/13,C,1.25,1.0,2142042.57,22491.45,2013-12-17 19:14:29.204475,*ALL
36608ACM,12/17/13,D,1.25,1.0,70200.0,666.9,2013-12-17 19:14:29.204475,*ALL
36609ACM,12/17/13,E,1.25,1.0,-4755.37,0.0,2013-12-17 19:14:29.204475,*ALL
36645ACM,12/17/13,F,1.25,1.0,76653.6,766.54,2013-12-17 19:14:29.204475,*ALL
36654ACM,12/17/13,A,1.25,1.0,-750.0,0.0,2013-12-17 19:14:29.204475,*ALL
36666ACM,12/17/13,B,1.25,1.0,403887.5,4240.82,2013-12-17 19:14:29.204475,*ALL
36678ACM,12/17/13,C,1.25,1.0,1137463.31,10805.9,2013-12-17 19:14:29.204475,*ALL
36709ACM,12/17/13,D,1.25,1.0,99750.0,748.13,2013-12-17 19:14:29.204475,*ALL
36712ACM,12/17/13,E,1.25,1.0,-13882.79,0.0,2013-12-17 19:14:29.204475,*ALL
36714ACM,12/17/13,F,1.25,1.0,-147311.73,0.0,2013-12-17 19:14:29.204475,*ALL
36791ACM,12/17/13,A,1.25,1.0,5937.5,62.34,2013-12-17 19:14:29.204475,*ALL
36792ACM,12/17/13,B,1.25,1.0,31000.0,294.5,2013-12-17 19:14:29.204475,*ALL
36800ACM,12/17/13,C,1.25,1.0,-1713972.45,0.0,2013-12-17 19:14:29.204475,*ALL
36804ACM,12/17/13,D,1.25,1.0,2800.0,28.0,2013-12-17 19:14:29.204475,*ALL
36807ACM,12/17/13,E,1.25,1.0,1940.0,22.31,2013-12-17 19:14:29.204475,*ALL
36839ACM,12/17/13,F,1.25,1.0,4552.5,47.8,2013-12-17 19:14:29.204475,*ALL
36841ACM,12/17/13,A,1.25,1.0,56.25,0.53,2013-12-17 19:14:29.204475,*ALL
36842ACM,12/17/13,B,1.25,1.0,1612.5,12.09,2013-12-17 19:14:29.204475,*ALL
36844ACM,12/17/13,C,1.25,1.0,6275.5,62.76,2013-12-17 19:14:29.204475,*ALL
36862AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
36878AC ,12/17/13,E,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
36884ACM,12/17/13,F,1.25,1.0,-1197373.13,0.0,2013-12-17 19:14:29.204475,*ALL
36886ACM,12/17/13,A,1.25,1.0,-1421535.68,0.0,2013-12-17 19:14:29.204475,*ALL
36887ACM,12/17/13,B,1.25,1.0,84259.73,842.6,2013-12-17 19:14:29.204475,*ALL
36888ACM,12/17/13,C,1.25,1.0,526402.29,6053.63,2013-12-17 19:14:29.204475,*ALL
36889ACM,12/17/13,D,1.25,1.0,1960800.0,20588.4,2013-12-17 19:14:29.204475,*ALL
36891ACM,12/17/13,E,1.25,1.0,40463.53,384.4,2013-12-17 19:14:29.204475,*ALL
36902ACM,12/17/13,F,1.25,1.0,54835.17,411.26,2013-12-17 19:14:29.204475,*ALL
36903ACM,12/17/13,A,1.25,1.0,-46170.0,0.0,2013-12-17 19:14:29.204475,*ALL
36904ACM,12/17/13,B,1.25,1.0,16139.5,185.6,2013-12-17 19:14:29.204475,*ALL
36905ACM,12/17/13,C,1.25,1.0,25739.11,270.26,2013-12-17 19:14:29.204475,*ALL
36916ACM,12/17/13,D,1.25,1.0,13500.0,128.25,2013-12-17 19:14:29.204475,*ALL
36923ACM,12/17/13,E,1.25,1.0,1472744.27,11045.58,2013-12-17 19:14:29.204475,*ALL
36924ACM,12/17/13,F,1.25,1.0,27028.12,270.28,2013-12-17 19:14:29.204475,*ALL
36929AC ,12/17/13,A,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
36936AC ,12/17/13,B,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
36958ACM,12/17/13,C,1.25,1.0,17324.88,164.59,2013-12-17 19:14:29.204475,*ALL
36959AC ,12/17/13,D,1.25,1.0,0.0,0.0,2013-12-17 19:14:29.204475,*ALL
36973ACM,12/17/13,E,1.25,1.0,-84100.0,0.0,2013-12-17 19:14:29.204475,*ALL
